

|Skills        |Group     |  T| T6_9| T9_12| T12_15| T15_18| T18_21| T21_24| T24_27|
|perl          |60 - 90   |  2|    2|     2|     NA|      2|     NA|     NA|     NA|
|matplotlib    |60 - 90   |  2|    2|     9|      7|      2|      1|     NA|     NA|
|kotlin        |60 - 90   |  2|    2|     1|     NA|      1|     NA|     NA|     NA|
|keras         |60 - 90   |  2|    2|    13|     NA|      6|      2|     NA|     NA|
|julia         |60 - 90   |  2|    2|     7|      2|     NA|     NA|     NA|     NA|
|github        |60 - 90   |  2|    2|    18|      5|      5|      1|     NA|     NA|
|dax           |60 - 90   |  2|    2|     7|      3|      1|     NA|     NA|     NA|
|bigquery      |60 - 90   |  2|    2|    15|     19|      1|      1|     NA|     NA|
|atlassian     |60 - 90   |  2|    2|     2|     NA|      4|     NA|     NA|     NA|
|zoom          |60 - 90   |  1|    1|     2|     NA|     NA|     NA|     NA|     NA|
|windows       |60 - 90   |  1|    1|    14|      2|     NA|     NA|     NA|     NA|
|visio         |60 - 90   |  1|    1|     2|      3|     NA|     NA|     NA|     NA|
|unreal        |60 - 90   |  1|    1|     2|     NA|     NA|     NA|     NA|     NA|
|ubuntu        |60 - 90   |  1|    1|    NA|     NA|     NA|     NA|     NA|     NA|
|trello        |60 - 90   |  1|    1|    NA|     NA|     NA|     NA|     NA|     NA|
|symphony      |60 - 90   |  1|    1|    NA|     NA|     NA|     NA|     NA|     NA|
|swift         |60 - 90   |  1|    1|     3|     NA|      1|     NA|     NA|     NA|
|svn           |60 - 90   |  1|    1|    NA|     NA|     NA|     NA|     NA|     NA|
|spss          |60 - 90   |  1|    1|     2|     NA|     NA|     NA|     NA|     NA|
|spreadsheet   |60 - 90   |  1|    1|     1|     NA|     NA|     NA|     NA|     NA|
|snowflake     |60 - 90   |  1|    1|    15|     34|      1|     NA|     NA|     NA|
|slack         |60 - 90   |  1|    1|     3|      2|      2|      1|     NA|     NA|
|sharepoint    |60 - 90   |  1|    1|     3|     NA|     NA|     NA|     NA|     NA|
|selenium      |60 - 90   |  1|    1|     1|     NA|     NA|     NA|     NA|     NA|
|redshift      |60 - 90   |  1|    1|    10|     20|      5|     NA|     NA|     NA|
|plotly        |60 - 90   |  1|    1|     2|     NA|      4|     NA|     NA|     NA|
|phoenix       |60 - 90   |  1|    1|     1|     NA|      1|     NA|     NA|     NA|
|pascal        |60 - 90   |  1|    1|    NA|     NA|     NA|     NA|     NA|     NA|
|pandas        |60 - 90   |  1|    1|    15|     25|      1|     NA|     NA|     NA|
|openstack     |60 - 90   |  1|    1|    NA|     NA|     NA|     NA|     NA|     NA|
|no-sql        |60 - 90   |  1|    1|     1|     NA|     NA|     NA|     NA|     NA|
|nltk          |60 - 90   |  1|    1|     2|     NA|      1|     NA|     NA|     NA|
|microstrategy |60 - 90   |  1|    1|    NA|     NA|     NA|     NA|     NA|     NA|
|mariadb       |60 - 90   |  1|    1|    NA|     NA|     NA|     NA|     NA|     NA|
|looker        |60 - 90   |  1|    1|    18|     29|      1|     NA|     NA|     NA|
|jquery        |60 - 90   |  1|    1|     1|     NA|      2|     NA|     NA|     NA|
|groovy        |60 - 90   |  1|    1|    NA|     NA|     NA|     NA|     NA|     NA|
|graphql       |60 - 90   |  1|    1|     4|     NA|     NA|     NA|     NA|     NA|
|fastapi       |60 - 90   |  1|    1|     2|      2|      3|     NA|     NA|     NA|
|dynamodb      |60 - 90   |  1|    1|     2|     NA|      2|     NA|     NA|     NA|
|docker        |60 - 90   |  1|    1|    39|     16|      2|     NA|     NA|     NA|
|datarobot     |60 - 90   |  1|    1|    NA|     NA|     NA|     NA|     NA|     NA|
|cognos        |60 - 90   |  1|    1|    NA|     NA|     NA|     NA|     NA|     NA|
|centos        |60 - 90   |  1|    1|    NA|     NA|     NA|     NA|     NA|     NA|
|c             |60 - 90   |  1|    1|     5|      2|      3|     NA|      1|     NA|
|asana         |60 - 90   |  1|    1|    NA|     NA|      1|     NA|     NA|     NA|
|express       |30 - 60   |  6|   NA|    10|     NA|     NA|     NA|     NA|     NA|
|powerpoint    |30 - 60   |  5|    9|     4|     NA|     NA|     NA|      1|     NA|
|cognos        |30 - 60   |  4|    1|    NA|     NA|     NA|     NA|     NA|     NA|
|airflow       |30 - 60   |  4|   NA|    17|     36|      2|     NA|     NA|     NA|
|vba           |30 - 60   |  3|    4|     7|     NA|     NA|     NA|     NA|     NA|
|slack         |30 - 60   |  3|    1|     3|      2|      2|      1|     NA|     NA|
|sheets        |30 - 60   |  3|    3|     2|     NA|     NA|     NA|     NA|     NA|
|jenkins       |30 - 60   |  3|    9|    10|      7|      5|     NA|     NA|     NA|
|yarn          |30 - 60   |  2|    2|     1|     NA|     NA|     NA|     NA|     NA|
|typescript    |30 - 60   |  2|    2|     3|      2|     NA|     NA|     NA|     NA|
|perl          |30 - 60   |  2|    2|     2|     NA|      2|     NA|     NA|     NA|
|opencv        |30 - 60   |  2|    3|     1|     NA|      1|     NA|      1|      1|
|mongodb       |30 - 60   |  2|    3|    14|      4|     NA|      2|     NA|     NA|
|matlab        |30 - 60   |  2|   10|     2|      8|     NA|     NA|     NA|     NA|
|keras         |30 - 60   |  2|    2|    13|     NA|      6|      2|     NA|     NA|
|groovy        |30 - 60   |  2|    1|    NA|     NA|     NA|     NA|     NA|     NA|
|c++           |30 - 60   |  2|   NA|    17|      9|     NA|      1|      1|     NA|
|zoom          |30 - 60   |  1|    1|     2|     NA|     NA|     NA|     NA|     NA|
|word          |30 - 60   |  1|    7|     7|      3|     NA|     NA|     NA|     NA|
|windows       |30 - 60   |  1|    1|    14|      2|     NA|     NA|     NA|     NA|
|vue           |30 - 60   |  1|   NA|     2|     NA|     NA|      1|     NA|     NA|
|visio         |30 - 60   |  1|    1|     2|      3|     NA|     NA|     NA|     NA|
|unity         |30 - 60   |  1|   NA|    NA|     NA|     NA|     NA|     NA|     NA|
|tidyverse     |30 - 60   |  1|   NA|    NA|     NA|     NA|     NA|     NA|     NA|
|terraform     |30 - 60   |  1|    5|    19|     13|      1|     NA|     NA|     NA|
|ssis          |30 - 60   |  1|    5|     6|      4|      2|     NA|     NA|     NA|
|spss          |30 - 60   |  1|    1|     2|     NA|     NA|     NA|     NA|     NA|
|spring        |30 - 60   |  1|    2|     1|      1|     NA|     NA|     NA|     NA|
|spreadsheet   |30 - 60   |  1|    1|     1|     NA|     NA|     NA|     NA|     NA|
|solidity      |30 - 60   |  1|   NA|    NA|      1|     NA|     NA|     NA|     NA|
|sharepoint    |30 - 60   |  1|    1|     3|     NA|     NA|     NA|     NA|     NA|
|seaborn       |30 - 60   |  1|    3|     1|     NA|      1|     NA|     NA|     NA|
|rust          |30 - 60   |  1|   NA|     1|     NA|      1|     NA|     NA|      1|
|ruby          |30 - 60   |  1|    5|     1|     NA|      2|     NA|     NA|     NA|
|redis         |30 - 60   |  1|    2|     1|      4|     NA|     NA|     NA|     NA|
|react         |30 - 60   |  1|    4|     9|      3|      1|      1|     NA|     NA|
|qlik          |30 - 60   |  1|    6|    17|      5|     NA|     NA|     NA|     NA|
|pyspark       |30 - 60   |  1|   NA|    10|     18|      2|     NA|     NA|     NA|
|puppet        |30 - 60   |  1|    2|    NA|      1|     NA|     NA|     NA|     NA|
|powershell    |30 - 60   |  1|    2|    NA|      2|     NA|     NA|     NA|     NA|
|postgresql    |30 - 60   |  1|    3|     5|     13|      4|     NA|     NA|     NA|
|php           |30 - 60   |  1|    3|    NA|     NA|      1|     NA|     NA|     NA|
|node.js       |30 - 60   |  1|    4|     6|     NA|     NA|     NA|     NA|     NA|
|node          |30 - 60   |  1|   NA|    NA|      1|     NA|     NA|     NA|     NA|
|mxnet         |30 - 60   |  1|   NA|    NA|      1|     NA|     NA|     NA|     NA|
|mongo         |30 - 60   |  1|   NA|     1|      1|      1|     NA|     NA|     NA|
|microstrategy |30 - 60   |  1|    1|    NA|     NA|     NA|     NA|     NA|     NA|
|linux         |30 - 60   |  1|    6|    24|     NA|      6|     NA|     NA|     NA|
|kubernetes    |30 - 60   |  1|    9|    24|     14|      3|     NA|     NA|     NA|
|javascript    |30 - 60   |  1|   10|    11|      2|      1|     NA|     NA|     NA|
|html          |30 - 60   |  1|    4|     4|     NA|      2|     NA|     NA|     NA|
|graphql       |30 - 60   |  1|    1|     4|     NA|     NA|     NA|     NA|     NA|
|github        |30 - 60   |  1|    2|    18|      5|      5|      1|     NA|     NA|
|flutter       |30 - 60   |  1|   NA|    NA|     NA|     NA|     NA|     NA|     NA|
|firestore     |30 - 60   |  1|   NA|    NA|     NA|     NA|     NA|     NA|     NA|
|elixir        |30 - 60   |  1|   NA|    NA|     NA|     NA|     NA|     NA|     NA|
|elasticsearch |30 - 60   |  1|    4|     6|      8|     NA|     NA|     NA|     NA|
|dax           |30 - 60   |  1|    2|     7|      3|      1|     NA|     NA|     NA|
|css           |30 - 60   |  1|    3|     5|     NA|      2|     NA|     NA|     NA|
|c#            |30 - 60   |  1|    4|    16|      5|      1|     NA|     NA|     NA|
|c             |30 - 60   |  1|    1|     5|      2|      3|     NA|      1|     NA|
|blazor        |30 - 60   |  1|   NA|    NA|     NA|     NA|     NA|     NA|     NA|
|bash          |30 - 60   |  1|   10|    NA|      2|      1|     NA|     NA|      1|
|assembly      |30 - 60   |  1|    5|    NA|      1|     NA|     NA|     NA|     NA|
|ansible       |30 - 60   |  1|    5|     5|      2|      1|     NA|     NA|     NA|
|angular       |30 - 60   |  1|    3|     5|     NA|     NA|      1|     NA|     NA|
##------ Thu Dec  5 17:20:54 2024 ------##
[1] "Europe/Paris"
[1] "YoJoseParra"


|    |Country     |IT Job                    |Statistic |  Value|Currency |
|:---|:-----------|:-------------------------|:---------|------:|:--------|
|1   |Belgium     |Business Analyst          |MIN       |  75087|NA       |
|2   |France      |Business Analyst          |MIN       |  44496|NA       |
|3   |Germany     |Business Analyst          |MIN       |  30797|NA       |
|4   |Greece      |Business Analyst          |MIN       |  64890|NA       |
|5   |Italy       |Business Analyst          |MIN       |  44496|NA       |
|6   |Netherlands |Business Analyst          |MIN       |  64890|NA       |
|7   |Poland      |Business Analyst          |MIN       |  58401|NA       |
|8   |Portugal    |Business Analyst          |MIN       |  58401|NA       |
|9   |Romania     |Business Analyst          |MIN       |  83275|NA       |
|10  |Spain       |Business Analyst          |MIN       |  64890|NA       |
|11  |Sweden      |Business Analyst          |MIN       |  44496|NA       |
|13  |Belgium     |Business Analyst          |MEDIAN    |  91773|NA       |
|14  |France      |Business Analyst          |MEDIAN    |  91773|NA       |
|15  |Germany     |Business Analyst          |MEDIAN    |  91773|NA       |
|16  |Greece      |Business Analyst          |MEDIAN    |  64890|NA       |
|17  |Italy       |Business Analyst          |MEDIAN    |  44496|NA       |
|18  |Netherlands |Business Analyst          |MEDIAN    |  91773|NA       |
|19  |Poland      |Business Analyst          |MEDIAN    |  89661|NA       |
|20  |Portugal    |Business Analyst          |MEDIAN    |  75087|NA       |
|21  |Romania     |Business Analyst          |MEDIAN    |  83275|NA       |
|22  |Spain       |Business Analyst          |MEDIAN    |  88992|NA       |
|23  |Sweden      |Business Analyst          |MEDIAN    |  91773|NA       |
|25  |Belgium     |Business Analyst          |MEAN      |  85098|NA       |
|26  |France      |Business Analyst          |MEAN      |  83593|NA       |
|27  |Germany     |Business Analyst          |MEAN      |  81917|NA       |
|28  |Greece      |Business Analyst          |MEAN      |  68289|NA       |
|29  |Italy       |Business Analyst          |MEAN      |  44496|NA       |
|30  |Netherlands |Business Analyst          |MEAN      |  88374|NA       |
|31  |Poland      |Business Analyst          |MEAN      |  90131|NA       |
|32  |Portugal    |Business Analyst          |MEAN      |  72254|NA       |
|33  |Romania     |Business Analyst          |MEAN      |  83275|NA       |
|34  |Spain       |Business Analyst          |MEAN      | 114103|NA       |
|35  |Sweden      |Business Analyst          |MEAN      |  85843|NA       |
|37  |Belgium     |Business Analyst          |MAX       |  91773|NA       |
|38  |France      |Business Analyst          |MAX       | 114510|NA       |
|39  |Germany     |Business Analyst          |MAX       | 129780|NA       |
|40  |Greece      |Business Analyst          |MAX       |  75087|NA       |
|41  |Italy       |Business Analyst          |MAX       |  44496|NA       |
|42  |Netherlands |Business Analyst          |MAX       | 108459|NA       |
|43  |Poland      |Business Analyst          |MAX       | 158105|NA       |
|44  |Portugal    |Business Analyst          |MAX       |  83275|NA       |
|45  |Romania     |Business Analyst          |MAX       |  83275|NA       |
|46  |Spain       |Business Analyst          |MAX       | 190550|NA       |
|47  |Sweden      |Business Analyst          |MAX       | 127205|NA       |
|49  |Belgium     |Business Analyst          |STD       |   9139|NA       |
|50  |France      |Business Analyst          |STD       |  35716|NA       |
|51  |Germany     |Business Analyst          |STD       |  27193|NA       |
|52  |Greece      |Business Analyst          |STD       |   5887|NA       |
|53  |Netherlands |Business Analyst          |STD       |  21982|NA       |
|54  |Poland      |Business Analyst          |STD       |  30928|NA       |
|55  |Portugal    |Business Analyst          |STD       |  12676|NA       |
|56  |Spain       |Business Analyst          |STD       |  58172|NA       |
|57  |Sweden      |Business Analyst          |STD       |  25738|NA       |
|59  |Belgium     |Business Analyst          |N         |      5|NA       |
|60  |France      |Business Analyst          |N         |      3|NA       |
|61  |Germany     |Business Analyst          |N         |     11|NA       |
|62  |Greece      |Business Analyst          |N         |      3|NA       |
|63  |Italy       |Business Analyst          |N         |      1|NA       |
|64  |Netherlands |Business Analyst          |N         |      3|NA       |
|65  |Poland      |Business Analyst          |N         |      8|NA       |
|66  |Portugal    |Business Analyst          |N         |      3|NA       |
|67  |Romania     |Business Analyst          |N         |      1|NA       |
|68  |Spain       |Business Analyst          |N         |      5|NA       |
|69  |Sweden      |Business Analyst          |N         |      7|NA       |
|71  |France      |Cloud Engineer            |MIN       | 109147|NA       |
|72  |Germany     |Cloud Engineer            |MIN       |  83275|NA       |
|73  |Hungary     |Cloud Engineer            |MIN       |  91773|NA       |
|74  |Poland      |Cloud Engineer            |MIN       |  58401|NA       |
|75  |Romania     |Cloud Engineer            |MIN       |  58401|NA       |
|76  |Spain       |Cloud Engineer            |MIN       |  58401|NA       |
|78  |France      |Cloud Engineer            |MEDIAN    | 109147|NA       |
|79  |Germany     |Cloud Engineer            |MEDIAN    |  91773|NA       |
|80  |Hungary     |Cloud Engineer            |MEDIAN    |  91773|NA       |
|81  |Poland      |Cloud Engineer            |MEDIAN    |  86674|NA       |
|82  |Romania     |Cloud Engineer            |MEDIAN    |  58401|NA       |
|83  |Spain       |Cloud Engineer            |MEDIAN    |  91773|NA       |
|85  |France      |Cloud Engineer            |MEAN      | 109147|NA       |
|86  |Germany     |Cloud Engineer            |MEAN      | 123195|NA       |
|87  |Hungary     |Cloud Engineer            |MEAN      |  91773|NA       |
|88  |Poland      |Cloud Engineer            |MEAN      | 104373|NA       |
|89  |Romania     |Cloud Engineer            |MEAN      |  58401|NA       |
|90  |Spain       |Cloud Engineer            |MEAN      |  93061|NA       |
|92  |France      |Cloud Engineer            |MAX       | 109147|NA       |
|93  |Germany     |Cloud Engineer            |MAX       | 206000|NA       |
|94  |Hungary     |Cloud Engineer            |MAX       |  91773|NA       |
|95  |Poland      |Cloud Engineer            |MAX       | 227630|NA       |
|96  |Romania     |Cloud Engineer            |MAX       |  58401|NA       |
|97  |Spain       |Cloud Engineer            |MAX       | 129010|NA       |
|99  |Germany     |Cloud Engineer            |STD       |  56651|NA       |
|100 |Poland      |Cloud Engineer            |STD       |  61645|NA       |
|101 |Spain       |Cloud Engineer            |STD       |  35322|NA       |
