Skills,Country,n,mean,Job,index,alpha
python,Germany,138.0,125562.68739130434,Machine Learning Engineer,1,A
python,Germany,138.0,125562.68739130434,Data Engineer,1,A
python,Germany,138.0,125562.68739130434,Senior Data Engineer,1,A
python,Germany,138.0,125562.68739130434,Machine Learning Engineer,1,A
python,Germany,138.0,125562.68739130434,Machine Learning Engineer,1,A
python,Germany,138.0,125562.68739130434,Data Scientist,1,A
python,Germany,138.0,125562.68739130434,Senior Data Scientist,1,A
python,Germany,138.0,125562.68739130434,Senior Data Scientist,1,A
python,Germany,138.0,125562.68739130434,Data Engineer,1,A
python,Germany,138.0,125562.68739130434,Cloud Engineer,1,A
python,Germany,138.0,125562.68739130434,Senior Data Engineer,1,A
python,Germany,138.0,125562.68739130434,Data Engineer,1,A
python,Germany,138.0,125562.68739130434,Senior Data Scientist,1,A
python,Germany,138.0,125562.68739130434,Data Analyst,1,A
python,Germany,138.0,125562.68739130434,Data Scientist,1,A
python,Germany,138.0,125562.68739130434,Data Analyst,1,A
python,Germany,138.0,125562.68739130434,Machine Learning Engineer,1,A
python,Germany,138.0,125562.68739130434,Data Analyst,1,A
python,Germany,138.0,125562.68739130434,Senior Data Scientist,1,A
python,Germany,138.0,125562.68739130434,Data Scientist,1,A
python,Germany,138.0,125562.68739130434,Senior Data Scientist,1,A
python,Germany,138.0,125562.68739130434,Business Analyst,1,A
python,Germany,138.0,125562.68739130434,Data Scientist,1,A
python,Germany,138.0,125562.68739130434,Data Analyst,1,A
python,Germany,138.0,125562.68739130434,Machine Learning Engineer,1,A
python,Germany,138.0,125562.68739130434,Data Scientist,1,A
python,Germany,138.0,125562.68739130434,Senior Data Scientist,1,A
python,Germany,138.0,125562.68739130434,Machine Learning Engineer,1,A
python,Germany,138.0,125562.68739130434,Data Scientist,1,A
python,Germany,138.0,125562.68739130434,Senior Data Scientist,1,A
python,Germany,138.0,125562.68739130434,Data Engineer,1,A
python,Germany,138.0,125562.68739130434,Data Engineer,1,A
python,Germany,138.0,125562.68739130434,Software Engineer,1,A
python,Germany,138.0,125562.68739130434,Data Engineer,1,A
python,Germany,138.0,125562.68739130434,Machine Learning Engineer,1,A
python,Germany,138.0,125562.68739130434,Data Analyst,1,A
python,Germany,138.0,125562.68739130434,Senior Data Engineer,1,A
python,Germany,138.0,125562.68739130434,Cloud Engineer,1,A
python,Germany,138.0,125562.68739130434,Software Engineer,1,A
python,Germany,138.0,125562.68739130434,Machine Learning Engineer,1,A
python,Germany,138.0,125562.68739130434,Data Engineer,1,A
python,Germany,138.0,125562.68739130434,Software Engineer,1,A
python,Germany,138.0,125562.68739130434,Data Scientist,1,A
python,Germany,138.0,125562.68739130434,Machine Learning Engineer,1,A
python,Germany,138.0,125562.68739130434,Data Scientist,1,A
python,Germany,138.0,125562.68739130434,Data Analyst,1,A
python,Germany,138.0,125562.68739130434,Data Analyst,1,A
python,Germany,138.0,125562.68739130434,Cloud Engineer,1,A
python,Germany,138.0,125562.68739130434,Senior Data Scientist,1,A
python,Germany,138.0,125562.68739130434,Data Scientist,1,A
python,Germany,138.0,125562.68739130434,Data Engineer,1,A
python,Germany,138.0,125562.68739130434,Data Analyst,1,A
python,Germany,138.0,125562.68739130434,Data Engineer,1,A
python,Germany,138.0,125562.68739130434,Senior Data Scientist,1,A
python,Germany,138.0,125562.68739130434,Data Analyst,1,A
python,Germany,138.0,125562.68739130434,Data Scientist,1,A
python,Germany,138.0,125562.68739130434,Data Scientist,1,A
python,France,136.0,113278.61235294119,Machine Learning Engineer,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Machine Learning Engineer,1,A
python,France,136.0,113278.61235294119,Senior Data Engineer,1,A
python,France,136.0,113278.61235294119,Business Analyst,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Senior Data Engineer,1,A
python,France,136.0,113278.61235294119,Machine Learning Engineer,1,A
python,France,136.0,113278.61235294119,Data Analyst,1,A
python,France,136.0,113278.61235294119,Software Engineer,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Data Analyst,1,A
python,France,136.0,113278.61235294119,Senior Data Engineer,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Senior Data Analyst,1,A
python,France,136.0,113278.61235294119,Machine Learning Engineer,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Data Analyst,1,A
python,France,136.0,113278.61235294119,Senior Data Engineer,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Data Analyst,1,A
python,France,136.0,113278.61235294119,Machine Learning Engineer,1,A
python,France,136.0,113278.61235294119,Senior Data Analyst,1,A
python,France,136.0,113278.61235294119,Data Analyst,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Data Analyst,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Data Analyst,1,A
python,France,136.0,113278.61235294119,Senior Data Scientist,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Software Engineer,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Data Analyst,1,A
python,France,136.0,113278.61235294119,Senior Data Scientist,1,A
python,France,136.0,113278.61235294119,Machine Learning Engineer,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Machine Learning Engineer,1,A
python,France,136.0,113278.61235294119,Senior Data Analyst,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Software Engineer,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Business Analyst,1,A
python,France,136.0,113278.61235294119,Senior Data Engineer,1,A
python,France,136.0,113278.61235294119,Machine Learning Engineer,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Data Analyst,1,A
python,France,136.0,113278.61235294119,Data Analyst,1,A
python,France,136.0,113278.61235294119,Machine Learning Engineer,1,A
python,France,136.0,113278.61235294119,Machine Learning Engineer,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Senior Data Scientist,1,A
python,France,136.0,113278.61235294119,Cloud Engineer,1,A
python,France,136.0,113278.61235294119,Data Analyst,1,A
python,France,136.0,113278.61235294119,Senior Data Engineer,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Senior Data Analyst,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Senior Data Scientist,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Senior Data Scientist,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Senior Data Engineer,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Senior Data Analyst,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Senior Data Analyst,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Data Analyst,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Data Analyst,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Data Analyst,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Senior Data Engineer,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Software Engineer,1,A
python,France,136.0,113278.61235294119,Data Analyst,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Data Analyst,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Senior Data Scientist,1,A
python,France,136.0,113278.61235294119,Data Analyst,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Machine Learning Engineer,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Data Analyst,1,A
python,France,136.0,113278.61235294119,Data Analyst,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Software Engineer,1,A
python,France,136.0,113278.61235294119,Senior Data Engineer,1,A
python,France,136.0,113278.61235294119,Senior Data Engineer,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Senior Data Engineer,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Software Engineer,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Data Scientist,1,A
python,France,136.0,113278.61235294119,Data Engineer,1,A
python,France,136.0,113278.61235294119,Data Analyst,1,A
sql,France,110.0,109429.30681818182,Data Scientist,2,B
sql,France,110.0,109429.30681818182,Senior Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Scientist,2,B
sql,France,110.0,109429.30681818182,Data Analyst,2,B
sql,France,110.0,109429.30681818182,Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Analyst,2,B
sql,France,110.0,109429.30681818182,Data Analyst,2,B
sql,France,110.0,109429.30681818182,Software Engineer,2,B
sql,France,110.0,109429.30681818182,Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Analyst,2,B
sql,France,110.0,109429.30681818182,Senior Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Scientist,2,B
sql,France,110.0,109429.30681818182,Senior Data Analyst,2,B
sql,France,110.0,109429.30681818182,Machine Learning Engineer,2,B
sql,France,110.0,109429.30681818182,Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Analyst,2,B
sql,France,110.0,109429.30681818182,Senior Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Scientist,2,B
sql,France,110.0,109429.30681818182,Data Analyst,2,B
sql,France,110.0,109429.30681818182,Data Analyst,2,B
sql,France,110.0,109429.30681818182,Senior Data Analyst,2,B
sql,France,110.0,109429.30681818182,Data Analyst,2,B
sql,France,110.0,109429.30681818182,Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Analyst,2,B
sql,France,110.0,109429.30681818182,Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Analyst,2,B
sql,France,110.0,109429.30681818182,Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Analyst,2,B
sql,France,110.0,109429.30681818182,Senior Data Scientist,2,B
sql,France,110.0,109429.30681818182,Data Scientist,2,B
sql,France,110.0,109429.30681818182,Data Scientist,2,B
sql,France,110.0,109429.30681818182,Data Scientist,2,B
sql,France,110.0,109429.30681818182,Data Analyst,2,B
sql,France,110.0,109429.30681818182,Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Scientist,2,B
sql,France,110.0,109429.30681818182,Data Scientist,2,B
sql,France,110.0,109429.30681818182,Data Analyst,2,B
sql,France,110.0,109429.30681818182,Data Scientist,2,B
sql,France,110.0,109429.30681818182,Senior Data Analyst,2,B
sql,France,110.0,109429.30681818182,Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Scientist,2,B
sql,France,110.0,109429.30681818182,Business Analyst,2,B
sql,France,110.0,109429.30681818182,Senior Data Engineer,2,B
sql,France,110.0,109429.30681818182,Senior Data Analyst,2,B
sql,France,110.0,109429.30681818182,Data Analyst,2,B
sql,France,110.0,109429.30681818182,Data Analyst,2,B
sql,France,110.0,109429.30681818182,Data Scientist,2,B
sql,France,110.0,109429.30681818182,Data Analyst,2,B
sql,France,110.0,109429.30681818182,Data Analyst,2,B
sql,France,110.0,109429.30681818182,Data Analyst,2,B
sql,France,110.0,109429.30681818182,Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Analyst,2,B
sql,France,110.0,109429.30681818182,Senior Data Scientist,2,B
sql,France,110.0,109429.30681818182,Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Analyst,2,B
sql,France,110.0,109429.30681818182,Data Scientist,2,B
sql,France,110.0,109429.30681818182,Senior Data Analyst,2,B
sql,France,110.0,109429.30681818182,Senior Data Scientist,2,B
sql,France,110.0,109429.30681818182,Senior Data Scientist,2,B
sql,France,110.0,109429.30681818182,Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Scientist,2,B
sql,France,110.0,109429.30681818182,Senior Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Scientist,2,B
sql,France,110.0,109429.30681818182,Data Scientist,2,B
sql,France,110.0,109429.30681818182,Data Scientist,2,B
sql,France,110.0,109429.30681818182,Data Engineer,2,B
sql,France,110.0,109429.30681818182,Senior Data Analyst,2,B
sql,France,110.0,109429.30681818182,Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Scientist,2,B
sql,France,110.0,109429.30681818182,Senior Data Analyst,2,B
sql,France,110.0,109429.30681818182,Data Scientist,2,B
sql,France,110.0,109429.30681818182,Data Scientist,2,B
sql,France,110.0,109429.30681818182,Data Analyst,2,B
sql,France,110.0,109429.30681818182,Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Analyst,2,B
sql,France,110.0,109429.30681818182,Data Scientist,2,B
sql,France,110.0,109429.30681818182,Data Engineer,2,B
sql,France,110.0,109429.30681818182,Senior Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Analyst,2,B
sql,France,110.0,109429.30681818182,Data Engineer,2,B
sql,France,110.0,109429.30681818182,Senior Data Scientist,2,B
sql,France,110.0,109429.30681818182,Senior Data Analyst,2,B
sql,France,110.0,109429.30681818182,Data Analyst,2,B
sql,France,110.0,109429.30681818182,Data Analyst,2,B
sql,France,110.0,109429.30681818182,Data Scientist,2,B
sql,France,110.0,109429.30681818182,Data Analyst,2,B
sql,France,110.0,109429.30681818182,Software Engineer,2,B
sql,France,110.0,109429.30681818182,Senior Data Engineer,2,B
sql,France,110.0,109429.30681818182,Senior Data Analyst,2,B
sql,France,110.0,109429.30681818182,Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Analyst,2,B
sql,France,110.0,109429.30681818182,Data Analyst,2,B
sql,France,110.0,109429.30681818182,Senior Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Scientist,2,B
sql,France,110.0,109429.30681818182,Data Engineer,2,B
sql,France,110.0,109429.30681818182,Data Engineer,2,B
sql,Germany,106.0,123745.79844339621,Data Analyst,2,B
sql,Germany,106.0,123745.79844339621,Business Analyst,2,B
sql,Germany,106.0,123745.79844339621,Business Analyst,2,B
sql,Germany,106.0,123745.79844339621,Senior Data Scientist,2,B
sql,Germany,106.0,123745.79844339621,Data Engineer,2,B
sql,Germany,106.0,123745.79844339621,Software Engineer,2,B
sql,Germany,106.0,123745.79844339621,Data Analyst,2,B
sql,Germany,106.0,123745.79844339621,Data Analyst,2,B
sql,Germany,106.0,123745.79844339621,Data Analyst,2,B
sql,Germany,106.0,123745.79844339621,Business Analyst,2,B
sql,Germany,106.0,123745.79844339621,Business Analyst,2,B
sql,Germany,106.0,123745.79844339621,Senior Data Scientist,2,B
sql,Germany,106.0,123745.79844339621,Data Scientist,2,B
sql,Germany,106.0,123745.79844339621,Data Scientist,2,B
sql,Germany,106.0,123745.79844339621,Data Analyst,2,B
sql,Germany,106.0,123745.79844339621,Data Analyst,2,B
sql,Germany,106.0,123745.79844339621,Data Scientist,2,B
sql,Germany,106.0,123745.79844339621,Data Engineer,2,B
sql,Germany,106.0,123745.79844339621,Data Analyst,2,B
sql,Germany,106.0,123745.79844339621,Data Analyst,2,B
sql,Germany,106.0,123745.79844339621,Data Scientist,2,B
sql,Germany,106.0,123745.79844339621,Data Engineer,2,B
sql,Germany,106.0,123745.79844339621,Data Engineer,2,B
sql,Germany,106.0,123745.79844339621,Senior Data Scientist,2,B
sql,Germany,106.0,123745.79844339621,Senior Data Engineer,2,B
sql,Germany,106.0,123745.79844339621,Senior Data Engineer,2,B
sql,Germany,106.0,123745.79844339621,Data Engineer,2,B
sql,Germany,106.0,123745.79844339621,Senior Data Engineer,2,B
sql,Germany,106.0,123745.79844339621,Senior Data Scientist,2,B
sql,Germany,106.0,123745.79844339621,Data Scientist,2,B
sql,Germany,106.0,123745.79844339621,Senior Data Engineer,2,B
sql,Germany,106.0,123745.79844339621,Data Scientist,2,B
sql,Germany,106.0,123745.79844339621,Senior Data Analyst,2,B
sql,Germany,106.0,123745.79844339621,Senior Data Analyst,2,B
sql,Germany,106.0,123745.79844339621,Data Scientist,2,B
sql,Germany,106.0,123745.79844339621,Machine Learning Engineer,2,B
sql,Germany,106.0,123745.79844339621,Senior Data Scientist,2,B
sql,Germany,106.0,123745.79844339621,Senior Data Analyst,2,B
sql,Germany,106.0,123745.79844339621,Senior Data Scientist,2,B
sql,Germany,106.0,123745.79844339621,Data Scientist,2,B
sql,Germany,106.0,123745.79844339621,Senior Data Scientist,2,B
sql,Germany,106.0,123745.79844339621,Data Scientist,2,B
sql,Germany,106.0,123745.79844339621,Data Engineer,2,B
sql,Germany,106.0,123745.79844339621,Senior Data Engineer,2,B
sql,Germany,106.0,123745.79844339621,Data Analyst,2,B
sql,Germany,106.0,123745.79844339621,Senior Data Engineer,2,B
sql,Germany,106.0,123745.79844339621,Business Analyst,2,B
sql,Germany,106.0,123745.79844339621,Data Analyst,2,B
sql,Germany,106.0,123745.79844339621,Data Engineer,2,B
sql,Germany,106.0,123745.79844339621,Senior Data Engineer,2,B
sql,Germany,106.0,123745.79844339621,Data Engineer,2,B
sql,Germany,106.0,123745.79844339621,Senior Data Scientist,2,B
sql,Germany,106.0,123745.79844339621,Senior Data Analyst,2,B
sql,Germany,106.0,123745.79844339621,Senior Data Analyst,2,B
sql,Germany,106.0,123745.79844339621,Data Analyst,2,B
sql,Germany,106.0,123745.79844339621,Senior Data Analyst,2,B
sql,Germany,106.0,123745.79844339621,Machine Learning Engineer,2,B
sql,Germany,106.0,123745.79844339621,Senior Data Engineer,2,B
sql,Germany,106.0,123745.79844339621,Senior Data Engineer,2,B
sql,Germany,106.0,123745.79844339621,Data Analyst,2,B
sql,Germany,106.0,123745.79844339621,Data Analyst,2,B
sql,Germany,106.0,123745.79844339621,Data Scientist,2,B
sql,Germany,106.0,123745.79844339621,Senior Data Scientist,2,B
sql,Germany,106.0,123745.79844339621,Senior Data Scientist,2,B
sql,Germany,106.0,123745.79844339621,Data Engineer,2,B
sql,Germany,106.0,123745.79844339621,Data Engineer,2,B
sql,Germany,106.0,123745.79844339621,Data Engineer,2,B
sql,Germany,106.0,123745.79844339621,Data Engineer,2,B
sql,Germany,106.0,123745.79844339621,Data Engineer,2,B
sql,Germany,106.0,123745.79844339621,Data Engineer,2,B
sql,Germany,106.0,123745.79844339621,Data Analyst,2,B
sql,Germany,106.0,123745.79844339621,Senior Data Scientist,2,B
sql,Germany,106.0,123745.79844339621,Data Analyst,2,B
sql,Germany,106.0,123745.79844339621,Data Analyst,2,B
sql,Germany,106.0,123745.79844339621,Senior Data Engineer,2,B
sql,Germany,106.0,123745.79844339621,Data Analyst,2,B
sql,Germany,106.0,123745.79844339621,Machine Learning Engineer,2,B
sql,Germany,106.0,123745.79844339621,Data Analyst,2,B
sql,Germany,106.0,123745.79844339621,Senior Data Analyst,2,B
sql,Germany,106.0,123745.79844339621,Senior Data Scientist,2,B
sql,Germany,106.0,123745.79844339621,Senior Data Scientist,2,B
sql,Germany,106.0,123745.79844339621,Business Analyst,2,B
sql,Germany,106.0,123745.79844339621,Data Scientist,2,B
sql,Germany,106.0,123745.79844339621,Data Analyst,2,B
sql,Germany,106.0,123745.79844339621,Machine Learning Engineer,2,B
sql,Germany,106.0,123745.79844339621,Data Scientist,2,B
sql,Germany,106.0,123745.79844339621,Data Analyst,2,B
sql,Germany,106.0,123745.79844339621,Senior Data Scientist,2,B
sql,Germany,106.0,123745.79844339621,Data Engineer,2,B
sql,Germany,106.0,123745.79844339621,Senior Data Engineer,2,B
